,Film,Month,Monthly_Cume_Gross,Monthly_Gross,Monthly_Gross_Mil,Studio
0,The Rage: Carrie 2,6,70880209,82326,0,MGM
0,The Basket,6,2182378,27299,0,MGM
0,Return to Me,6,157825661,1311289,1,MGM
0,What's the Worst That Could…,6,132794223,31283998,31,MGM
0,The Claim,6,1089529,81051,0,MGM
0,Heartbreakers,6,80553707,84898,0,MGM
0,Hannibal,6,330117153,34123,0,MGM
0,CQ,6,1159759,168874,0,MGM
0,Windtalkers,6,84555482,34831993,34,MGM
0,Pumpkin,6,55417,55417,0,MGM
0,Assassination Tango,6,2813705,82336,0,MGM
0,City of Ghosts,6,923705,74119,0,MGM
0,Coffee and Cigarettes,6,5949875,736299,0,MGM
0,Saved!,6,22035735,7628757,7,MGM
0,Soul Plane,6,53214324,5691142,5,MGM
0,Walking Tall,6,92364181,208605,0,MGM
0,Lucky Number Slevin,6,112305074,117272,0,MGM
0,Miss Potter,6,8850990,118624,0,MGM
0,The Ex,6,15336256,54138,0,MGM
0,Mr. Brooks,6,114529415,27873871,27,MGM
0,1408,6,76428600,46649346,46,MGM
0,Superhero Movie,6,99217777,192241,0,MGM
0,Mississippi Mermaid,6,1540,1540,0,MGM
0,Hot Tub Time Machine,6,50269859,177353,0,MGM
0,Clash of the Titans,7,80096461,7573234,7,MGM
0,"Tarzan, The Ape Man",7,27254336,17055981,17,MGM
0,Diner,7,22138000,4024935,4,MGM
0,Rocky 3,7,437874597,30668707,30,MGM
0,Poltergeist,7,242736834,22534232,22,MGM
0,The Secret of Nimh,7,20879678,8311360,8,MGM
0,Forced Vengeance,7,912989,912989,0,MGM
0,Octopussy,7,241121270,23771998,23,MGM
0,WarGames,7,240070613,24360244,24,MGM
0,Movers and Shakers,7,302588,2723,0,MGM
0,Red Sonja,7,23971542,5186814,5,MGM
0,A View to a Kill,7,190964369,4484431,4,MGM
0,Running Scared,7,35978064,12699045,12,MGM
0,Spaceballs,7,21322253,7745042,7,MGM
0,The Living Daylights,7,17083646,17083646,17,MGM
0,License to Kill,7,33899749,20865130,20,MGM
0,Blown Away,7,34383198,21229859,21,MGM
0,Species,7,168131260,54969712,54,MGM
0,Moll Flanders,7,6582605,385459,0,MGM
0,The Birdcage,7,370193838,1076508,1,MGM
0,Fled,7,20475046,12566203,12,MGM
0,Kingpin,7,9182785,9182785,9,MGM
0,Dirty Work,7,39312742,599994,0,MGM
0,Gone with the Wind,7,983610770,3855448,3,MGM
0,Disturbing Behavior,7,25093336,14830021,14,MGM
0,Tea with Mussolini,7,61266670,3065718,3,MGM
0,The Rage: Carrie 2,7,35505110,13473,0,MGM
0,The Basket,7,1859459,22579,0,MGM
0,Return to Me,7,129092879,441805,0,MGM
0,The Claim,7,622023,6267,0,MGM
0,Heartbreakers,7,161308045,17760,0,MGM
0,Hannibal,7,660352851,10257,0,MGM
0,What's the Worst That Could…,7,127346686,761638,0,MGM
0,Legally Blonde,7,148729635,65506958,65,MGM
0,Ghost World,7,574202,397047,0,MGM
0,CQ,7,1536422,63654,0,MGM
0,Windtalkers,7,157447110,5601086,5,MGM
0,Pumpkin,7,773881,186360,0,MGM
0,Crocodile Hunter: Collision…,7,59836553,24384980,24,MGM
0,"Legally Blonde 2: Red, Whit…",7,283515723,67565171,67,MGM
0,Coffee and Cigarettes,7,5748523,325492,0,MGM
0,Saved!,7,43892800,675337,0,MGM
0,De-Lovely,7,18284600,7652647,7,MGM
0,Sleepover,7,25165481,9251170,9,MGM
0,Lucky Number Slevin,7,44988551,6823,0,MGM
0,Clerks II,7,35516340,20987916,20,MGM
0,Rescue Dawn,7,5958362,3600010,3,MGM
0,The Ex,7,3091922,1120,0,MGM
0,1408,7,261285705,23824118,23,MGM
0,Mr. Brooks,7,112865279,500703,0,MGM
0,Who's Your Caddy?,7,3711337,3711337,3,MGM
0,Superhero Movie,7,74600128,30086,0,MGM
0,Mississippi Mermaid,7,35523,6808,0,MGM
0,"Tarzan, The Ape Man",8,47586723,8314436,8,MGM
0,Forced Vengeance,8,6456500,3073011,3,MGM
0,The Secret of Nimh,8,19428996,1617636,1,MGM
0,Pink Floyd: The Wall,8,752291,628618,0,MGM
0,Rocky 3,8,422752490,11234175,11,MGM
0,Poltergeist,8,248110864,8379222,8,MGM
0,Diner,8,30889231,2576503,2,MGM
0,The Beastmaster,8,12547682,7866882,7,MGM
0,Octopussy,8,118333124,4075455,4,MGM
0,WarGames,8,252759978,10019475,10,MGM
0,The Adventures of Bob & Dou…,8,2885252,2859745,2,MGM
0,Red Sonja,8,6851541,152149,0,MGM
0,A View to a Kill,8,49448989,531618,0,MGM
0,Year of the Dragon,8,29794748,13436241,13,MGM
0,Running Scared,8,65320362,3058377,3,MGM
0,The Living Daylights,8,64882588,19131867,19,MGM
0,A Fish Called Wanda,8,91091053,28969638,28,MGM
0,Diggstown,8,2234794,2234794,2,MGM
0,Species,8,233510806,4096799,4,MGM
0,Lord of Illusions,8,6686854,6686854,6,MGM
0,Kingpin,8,108074469,14861098,14,MGM
0,Fled,8,65414982,8532136,8,MGM
0,House Arrest,8,16969848,5492732,5,MGM
0,Hoodlum,8,11838856,9798102,9,MGM
0,Disturbing Behavior,8,67157222,2240718,2,MGM
0,Gone with the Wind,8,793049093,817899,0,MGM
0,Tea with Mussolini,8,54619422,710476,0,MGM
0,The Thomas Crown Affair,8,152863199,51574854,51,MGM
0,The Basket,8,1921514,9943,0,MGM
0,Return to Me,8,130295242,187316,0,MGM
0,Autumn in New York,8,67428595,28373076,28,MGM
0,Legally Blonde,8,416365207,23260122,23,MGM
0,Ghost World,8,10697784,2938141,2,MGM
0,Heartbreakers,8,40334024,384,0,MGM
0,Hannibal,8,165091786,757,0,MGM
0,Original Sin,8,71571957,16280678,16,MGM
0,Jeepers Creepers,8,18160262,18160262,18,MGM
0,CQ,8,810016,5429,0,MGM
0,Windtalkers,8,81446973,169333,0,MGM
0,Crocodile Hunter: Collision…,8,137444815,3776537,3,MGM
0,Pumpkin,8,553960,16659,0,MGM
0,24 Hour Party People,8,1499924,667950,0,MGM
0,"Legally Blonde 2: Red, Whit…",8,440668624,5967236,5,MGM
0,Assassination Tango,8,2000301,7273,0,MGM
0,Bowling for Columbine,8,21563147,7355,0,MGM
0,Uptown Girls,8,72648203,31117234,31,MGM
0,Jeepers Creepers II,8,20720845,20720845,20,MGM
0,Code 46,8,487299,197148,0,MGM
0,De-Lovely,8,42220963,4178563,4,MGM
0,Sleepover,8,9408183,20548,0,MGM
0,Clerks II,8,94556210,2986151,2,MGM
0,Material Girls,8,15405850,9215622,9,MGM
0,Rescue Dawn,8,25513645,1749816,1,MGM
0,1408,8,355558230,1084395,1,MGM
0,Mr. Brooks,8,56932098,101645,0,MGM
0,Who's Your Caddy?,8,27281831,1867588,1,MGM
0,Death at a Funeral,8,10158983,4966241,4,MGM
0,The Nanny Diaries,8,27834829,17683453,17,MGM
0,Halloween,8,34196084,34196084,34,MGM
0,Vicky Cristina Barcelona,8,29261417,13911032,13,MGM
0,The Longshots,8,13666508,8516884,8,MGM
0,College,8,3154506,3154506,3,MGM
0,Mississippi Mermaid,8,19791,2490,0,MGM
0,Rich and Famous,10,3259934,3259934,3,MGM
0,"Yes, Giorgio",10,965200,815616,0,MGM
0,Rocky 3,10,587246417,3180318,3,MGM
0,My Favorite Year,10,28484402,10225497,10,MGM
0,Poltergeist,10,357484970,3941684,3,MGM
0,Pink Floyd: The Wall,10,61223780,3798438,3,MGM
0,Diner,10,12451020,253720,0,MGM
0,Jinxed!,10,1619882,1619882,1,MGM
0,WarGames,10,221642555,1575076,1,MGM
0,Brainstorm,10,20554931,5272280,5,MGM
0,Marie,10,2877935,1199149,1,MGM
0,Year of the Dragon,10,55143353,486987,0,MGM
0,Code Name: Emerald,10,1471612,164849,0,MGM
0,Baby Boom,10,20169052,8915863,8,MGM
0,Fatal Beauty,10,3792085,3792085,3,MGM
0,A Fish Called Wanda,10,165441604,4894651,4,MGM
0,Quigley Down Under,10,13719324,8627090,8,MGM
0,Shattered,10,4216389,4216389,4,MGM
0,The Lover,10,277460,277460,0,MGM
0,Fatal Instinct,10,4691263,4691263,4,MGM
0,Stargate,10,22093966,22093966,22,MGM
0,Species,10,59773124,23327,0,MGM
0,Lord of Illusions,10,13181280,128883,0,MGM
0,Hackers,10,14813586,323435,0,MGM
0,Showgirls,10,78462574,4088473,4,MGM
0,Get Shorty,10,16781624,16781624,16,MGM
0,Leaving Las Vegas,10,120172,120172,0,MGM
0,2 Days In The Valley,10,38847262,6215138,6,MGM
0,Fled,10,68687840,51362,0,MGM
0,Hoodlum,10,116709738,452630,0,MGM
0,Gang Related,10,20514891,4913804,4,MGM
0,The Locusts,10,37775,224,0,MGM
0,Red Corner,10,9837625,9837625,9,MGM
0,The End of Violence,10,348432,3805,0,MGM
0,Lolita,10,3230169,945144,0,MGM
0,Ronin,10,174007634,23543972,23,MGM
0,Gone with the Wind,10,198650414,178,0,MGM
0,One Man's Hero,10,871062,89353,0,MGM
0,Stigmata,10,238638194,7392810,7,MGM
0,The Thomas Crown Affair,10,339744878,2257700,2,MGM
0,Tea with Mussolini,10,14329119,21505,0,MGM
0,Molly,10,31046,17172,0,MGM
0,The Fantasticks,10,44757,806,0,MGM
0,The Basket,10,2206444,18887,0,MGM
0,Autumn in New York,10,150396468,500830,0,MGM
0,Crime and Punishment in Sub…,10,26394,949,0,MGM
0,Legally Blonde,10,379099209,1821269,1,MGM
0,Ghost World,10,22896194,748209,0,MGM
0,Jeepers Creepers,10,149397290,1512063,1,MGM
0,Original Sin,10,16521410,4832,0,MGM
0,Bandits,10,77109993,33445640,33,MGM
0,Windtalkers,10,40914068,6259,0,MGM
0,Barbershop,10,269107176,18166147,18,MGM
0,Igby Goes Down,10,14433186,1936797,1,MGM
0,Pumpkin,10,305690,1181,0,MGM
0,24 Hour Party People,10,1117195,42955,0,MGM
0,Bowling for Columbine,10,4722739,2977046,2,MGM
0,All or Nothing,10,36741,36741,0,MGM
0,Jeepers Creepers II,10,34937714,528360,0,MGM
0,Out of Time,10,165465851,39640795,39,MGM
0,Uptown Girls,10,73943801,178025,0,MGM
0,Good Boy!,10,112638863,35822031,35,MGM
0,Pieces of April,10,1025959,637743,0,MGM
0,Yes Men,10,482838,165937,0,MGM
0,De-Lovely,10,39915839,137206,0,MGM
0,Undertow,10,123497,73305,0,MGM
0,School for Scoundrels,10,66557727,6896992,6,MGM
0,Material Girls,10,34266253,60082,0,MGM
0,Flyboys,10,50799608,2135760,2,MGM
0,Rescue Dawn,10,16446452,7209,0,MGM
0,The Feast of Love,10,13791695,1223993,1,MGM
0,Death at a Funeral,10,32778029,607418,0,MGM
0,Halloween,10,230818115,1560688,1,MGM
0,Who's Your Caddy?,10,5694308,5839,0,MGM
0,The Nanny Diaries,10,103050404,135264,0,MGM
0,Lars and the Real Girl,10,2156067,1624395,1,MGM
0,Music Within,10,59764,59764,0,MGM
0,How to Lose Friends & Alien…,10,12960594,2756787,2,MGM
0,College,10,18728870,16170,0,MGM
0,Vicky Cristina Barcelona,10,108791818,1503563,1,MGM
0,Igor,10,92096550,3559562,3,MGM
0,The Longshots,10,56820715,183903,0,MGM
0,The Other End of the Line,10,84247,84247,0,MGM
0,Fame,10,104943706,10445260,10,MGM
0,Mississippi Mermaid,10,23403,1565,0,MGM
0,Cannery Row,2,1758311,1758311,1,MGM
0,Shoot the Moon,2,6995849,4586455,4,MGM
0,The Year of Living Dangerously,2,6372781,3763423,3,MGM
0,2010,2,156220303,1943645,1,MGM
0,That's Dancing,2,4109624,503371,0,MGM
0,Rocky IV,2,488947902,4070021,4,MGM
0,Youngblood,2,45557005,7915122,7,MGM
0,Nine 1/2 Weeks,2,1238215,783624,0,MGM
0,Dream Lover,2,261828,261828,0,MGM
0,Moonstruck,2,138416086,21949910,21,MGM
0,Rain Man,2,431367313,27097675,27,MGM
0,Untamed Heart,2,25050735,11737107,11,MGM
0,Stargate,2,213348317,491984,0,MGM
0,Speechless,2,61111887,468760,0,MGM
0,Goldeneye,2,410139218,2435020,2,MGM
0,Get Shorty,2,214307638,771719,0,MGM
0,Richard III,2,6256141,1347993,1,MGM
0,Bio-Dome,2,37998297,4982411,4,MGM
0,Leaving Las Vegas,2,74074463,13928575,13,MGM
0,Unforgettable,2,2022014,2022014,2,MGM
0,Zeus and Roxanne,2,26848214,1659502,1,MGM
0,Turbulence,2,45059611,549002,0,MGM
0,Touch,2,239583,239583,0,MGM
0,Hard Eight,2,97630,97630,0,MGM
0,Tomorrow Never Dies,2,483918265,3121267,3,MGM
0,Live Flesh,2,2961478,837650,0,MGM
0,Hurricane Streets,2,282484,282484,0,MGM
0,At First Sight,2,86693962,2834077,2,MGM
0,Ronin,2,41606212,8414,0,MGM
0,Just the Ticket,2,310361,310361,0,MGM
0,Flawless,2,17900878,29101,0,MGM
0,Supernova,2,55467577,1466645,1,MGM
0,Stigmata,2,150122812,5327,0,MGM
0,The Thomas Crown Affair,2,138608086,2040,0,MGM
0,The World is Not Enough,2,504105253,1896999,1,MGM
0,The Basket,2,1775240,7878,0,MGM
0,Hannibal,2,319353012,132732653,132,MGM
0,No Man's Land,2,2239900,231852,0,MGM
0,Bandits,2,41523271,9545,0,MGM
0,A Rumor of Angels,2,134769,38119,0,MGM
0,Rollerball,2,45805651,17790180,17,MGM
0,Hart's War,2,26942518,16403041,16,MGM
0,Evelyn,2,2808518,31109,0,MGM
0,Bowling for Columbine,2,74357895,981784,0,MGM
0,Die Another Day,2,481511142,980020,0,MGM
0,Personal Velocity,2,1589958,13181,0,MGM
0,A Guy Thing,2,30677212,690082,0,MGM
0,Igby Goes Down,2,9554447,1777,0,MGM
0,Dark Blue,2,13520216,8320067,8,MGM
0,Barbershop 2: Back in Business,2,188063589,58203525,58,MGM
0,Osama,2,953793,417992,0,MGM
0,Swimming Upstream,2,83376,47171,0,MGM
0,Hotel Rwanda,2,64479938,10815323,10,MGM
0,Bigger Than the Sky,2,37802,20149,0,MGM
0,Factory Girl,2,3205380,1499753,1,MGM
0,Rocky Balboa,2,279263955,1153318,1,MGM
0,Blood and Chocolate,2,13774323,990235,0,MGM
0,Black Christmas,2,32469468,12097,0,MGM
0,Miss Potter,2,3711941,166334,0,MGM
0,Bobby,2,11205901,5265,0,MGM
0,The Mist,2,127499322,170175,0,MGM
0,Diva,2,278442,11289,0,MGM
0,Lars and the Real Girl,2,29579798,88160,0,MGM
0,Charlie Bartlett,2,6010956,3593016,3,MGM
0,Vicky Cristina Barcelona,2,46414903,42462,0,MGM
0,Shoot the Moon,3,5832311,1245856,1,MGM
0,Victor/Victoria,3,660664,428792,0,MGM
0,The Year of Living Dangerously,3,25386661,3543102,3,MGM
0,This is Spinal Tap,3,1284376,584301,0,MGM
0,2010,3,200835767,805702,0,MGM
0,Moonstruck,3,206337170,13534444,13,MGM
0,Masquerade,3,13501312,8634906,8,MGM
0,Rain Man,3,662780031,26110501,26,MGM
0,Leviathan,3,30741272,13253952,13,MGM
0,Blue Steel,3,3948032,3948032,3,MGM
0,Once Upon a Crimeâ¦,3,4237616,4237616,4,MGM
0,The Cutting Edge,3,5677771,5677771,5,MGM
0,Untamed Heart,3,14007259,2270152,2,MGM
0,Tank Girl,3,2684430,2684430,2,MGM
0,Goldeneye,3,103554141,175632,0,MGM
0,Richard III,3,2278573,196951,0,MGM
0,Leaving Las Vegas,3,137644331,5567526,5,MGM
0,The Birdcage,3,215516153,78384830,78,MGM
0,It's My Party,3,554930,351005,0,MGM
0,A Family Thing,3,3951676,3951676,3,MGM
0,All Dogs Go To Heaven 2,3,4529367,4529367,4,MGM
0,Zeus and Roxanne,3,14261727,170591,0,MGM
0,Turbulence,3,11436146,52058,0,MGM
0,Tomorrow Never Dies,3,490256292,1213637,1,MGM
0,Live Flesh,3,5569464,412726,0,MGM
0,The Man in the Iron Mask,3,106264560,45540024,45,MGM
0,At First Sight,3,66727395,281823,0,MGM
0,Just the Ticket,3,850955,116156,0,MGM
0,The Rage: Carrie 2,3,38181849,15752105,15,MGM
0,The Mod Squad,3,7849071,7849071,7,MGM
0,Flawless,3,4485485,472,0,MGM
0,Supernova,3,71000307,117446,0,MGM
0,3 Strikes,3,41175164,8738469,8,MGM
0,The World is Not Enough,3,634040381,451450,0,MGM
0,The Basket,3,2998690,10466,0,MGM
0,Hannibal,3,780580011,29679426,29,MGM
0,Heartbreakers,3,40307363,24969871,24,MGM
0,Rollerball,3,74609683,1119226,1,MGM
0,No Man's Land,3,3919679,235414,0,MGM
0,Hart's War,3,75020975,2621204,2,MGM
0,A Rumor of Angels,3,38247,128,0,MGM
0,No Such Thing,3,35343,35343,0,MGM
0,Bowling for Columbine,3,78285905,1111175,1,MGM
0,Dark Blue,3,36411780,903130,0,MGM
0,Agent Cody Banks,3,82429553,36378383,36,MGM
0,Personal Velocity,3,810314,984,0,MGM
0,Assassination Tango,3,90387,90387,0,MGM
0,Evelyn,3,1468435,5164,0,MGM
0,Die Another Day,3,160901782,15536,0,MGM
0,A Guy Thing,3,15543546,1510,0,MGM
0,Barbershop 2: Back in Business,3,247037619,4434910,4,MGM
0,Osama,3,2905226,460263,0,MGM
0,Agent Cody Banks 2: Destina…,3,51896126,21929405,21,MGM
0,Hotel Rwanda,3,88887539,3352251,3,MGM
0,Be Cool,3,172486870,53452875,53,MGM
0,Miss Potter,3,7415235,989942,0,MGM
0,Factory Girl,3,4899679,161711,0,MGM
0,Rocky Balboa,3,280975498,237541,0,MGM
0,Blood and Chocolate,3,14064169,22319,0,MGM
0,Two Weeks,3,124283,46605,0,MGM
0,The Mist,3,51184894,10478,0,MGM
0,Diva,3,314447,9403,0,MGM
0,Charlie Bartlett,3,15510152,333406,0,MGM
0,Superhero Movie,3,11481741,11481741,11,MGM
0,Mississippi Mermaid,3,71831,2577,0,MGM
0,Hot Tub Time Machine,3,19839497,19839497,19,MGM
0,Victor/Victoria,4,43048445,12433523,12,MGM
0,The Year of Living Dangerously,4,16274854,1004101,1,MGM
0,The Hunger,4,2541809,2541809,2,MGM
0,This is Spinal Tap,4,5088087,1393932,1,MGM
0,Cat's Eye,4,19610389,8061143,8,MGM
0,Wise Guys,4,1846471,1846471,1,MGM
0,Moonstruck,4,320219604,13696358,13,MGM
0,Rain Man,4,617990100,14778222,14,MGM
0,The Cutting Edge,4,9966158,4288387,4,MGM
0,Benny & Joon,4,26765343,13255931,13,MGM
0,Doctor Zhivago,4,120703,120703,0,MGM
0,Rob Roy,4,62673200,24632930,24,MGM
0,Tank Girl,4,3668762,984332,0,MGM
0,The Pebble and the Penguin,4,8569740,2987427,2,MGM
0,Top Dog,4,2620916,2620916,2,MGM
0,Leaving Las Vegas,4,122857554,1757764,1,MGM
0,All Dogs Go To Heaven 2,4,28010090,3208741,3,MGM
0,A Family Thing,4,34226143,5725412,5,MGM
0,It's My Party,4,429365,78360,0,MGM
0,The Birdcage,4,307259527,16999257,16,MGM
0,Mulholland Falls,4,5722245,5722245,5,MGM
0,The Man in the Iron Mask,4,213078520,9522847,9,MGM
0,Tomorrow Never Dies,4,493992906,822564,0,MGM
0,Species 2,4,42015412,17148582,17,MGM
0,The Rage: Carrie 2,4,85456504,1638053,1,MGM
0,The Mod Squad,4,62801682,5205028,5,MGM
0,3 Strikes,4,39008909,157720,0,MGM
0,Return to Me,4,76307220,25800199,25,MGM
0,The World is Not Enough,4,380781451,20110,0,MGM
0,Heartbreakers,4,143802503,13668328,13,MGM
0,Hannibal,4,654908311,1878318,1,MGM
0,The Claim,4,359381,198429,0,MGM
0,The Basket,4,1216741,5161,0,MGM
0,The Last Waltz,4,510836,232234,0,MGM
0,No Man's Land,4,4029913,142990,0,MGM
0,No Such Thing,4,117531,24663,0,MGM
0,Rollerball,4,37970438,9821,0,MGM
0,Hart's War,4,38142407,5305,0,MGM
0,Agent Cody Banks,4,176366326,9995104,9,MGM
0,Assassination Tango,4,1896760,582882,0,MGM
0,Bowling for Columbine,4,82980684,1019070,1,MGM
0,A Guy Thing,4,15543862,316,0,MGM
0,Dark Blue,4,9237470,14273,0,MGM
0,Bulletproof Monk,4,34662093,17011558,17,MGM
0,It Runs in the Family,4,3582080,3582080,3,MGM
0,Evelyn,4,1483512,1230,0,MGM
0,City of Ghosts,4,40848,40848,0,MGM
0,Osama,4,4197074,249076,0,MGM
0,Agent Cody Banks 2: Destina…,4,45793324,1154414,1,MGM
0,Barbershop 2: Back in Business,4,317717131,1433642,1,MGM
0,Walking Tall,4,174863564,43205676,43,MGM
0,Beauty Shop,4,149026450,31780517,31,MGM
0,Hotel Rwanda,4,93721131,442159,0,MGM
0,Be Cool,4,221644498,2396526,2,MGM
0,Madison,4,802227,484769,0,MGM
0,Lucky Number Slevin,4,66559290,21181760,21,MGM
0,Miss Potter,4,9574425,654820,0,MGM
0,Charlie Bartlett,4,15760637,23872,0,MGM
0,Superhero Movie,4,89188607,13579131,13,MGM
0,Pathology,4,189741,107875,0,MGM
0,Deal,4,51254,51254,0,MGM
0,Hot Tub Time Machine,4,208797947,28226059,28,MGM
0,Mississippi Mermaid,4,82102,3010,0,MGM
0,Victor/Victoria,5,68415294,6845158,6,MGM
0,Diner,5,1057162,757895,0,MGM
0,Rocky 3,5,20831928,20831928,20,MGM
0,The Hunger,5,8521652,1998044,1,MGM
0,This is Spinal Tap,5,12802486,1952357,1,MGM
0,Gymkata,5,7189816,3136985,3,MGM
0,Cat's Eye,5,17258534,696901,0,MGM
0,Movers and Shakers,5,357009,177539,0,MGM
0,A View to a Kill,5,41921752,25664917,25,MGM
0,Wise Guys,5,5361312,1152102,1,MGM
0,Poltergeist II: The Other Side,5,37393300,22833603,22,MGM
0,Moonstruck,5,294145236,6142171,6,MGM
0,Rain Man,5,653303164,6749759,6,MGM
0,Thelma & Louise,5,21717996,13974658,13,MGM
0,Benny & Joon,5,33744737,4689322,4,MGM
0,Clean Slate,5,9478189,5698999,5,MGM
0,Rob Roy,5,117404864,5862905,5,MGM
0,Top Dog,5,17820411,2144754,2,MGM
0,The Pebble and the Penguin,5,14577095,454281,0,MGM
0,The Birdcage,5,466941786,8069713,8,MGM
0,Goldeneye,5,210252123,1633191,1,MGM
0,Mulholland Falls,5,52434179,5580771,5,MGM
0,Leaving Las Vegas,5,126759375,721507,0,MGM
0,All Dogs Go To Heaven 2,5,32952802,721616,0,MGM
0,A Family Thing,5,19738340,241147,0,MGM
0,Warriors of Virtue,5,27898255,6402640,6,MGM
0,The Man in the Iron Mask,5,280289726,1401245,1,MGM
0,Tomorrow Never Dies,5,499233707,1437106,1,MGM
0,Species 2,5,93260285,1832653,1,MGM
0,The Rage: Carrie 2,5,70286793,269870,0,MGM
0,The Mod Squad,5,52710114,170478,0,MGM
0,Tea with Mussolini,5,12225994,5731218,5,MGM
0,The Basket,5,1646872,118683,0,MGM
0,Return to Me,5,118208987,4879529,4,MGM
0,3 Strikes,5,39242305,32163,0,MGM
